post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label,engagement_rate_pct
IG0017962,16,creator,9696,image,Technology,Profile,0,2025-05-22 16:00:00,2025-05-22,16,Thursday,291,13,12,53,5931,9340,0.0395,614,135,6,high,3.95
IG0017968,14,creator,3083,image,Technology,Explore,1,2025-06-07 18:00:00,2025-06-07,18,Saturday,40,2,2,9,2177,2648,0.02,704,126,9,low,2.0
IG0017972,16,creator,9696,image,Technology,Home Feed,1,2025-10-21 14:00:00,2025-10-21,14,Tuesday,1024,31,44,162,25157,31437,0.0401,850,119,5,medium,4.01
IG0017977,4,creator,4972,reel,Technology,Home Feed,0,2025-05-28 07:00:00,2025-05-28,7,Wednesday,824,23,38,113,13514,16780,0.0595,818,140,8,viral,5.95
IG0017985,16,creator,9696,image,Technology,Reels Feed,0,2025-08-25 11:00:00,2025-08-25,11,Monday,100,5,4,12,5174,6715,0.018,83,121,4,low,1.8
IG0017998,5,creator,10739,carousel,Technology,Hashtags,1,2025-02-02 06:00:00,2025-02-02,6,Sunday,280,6,17,49,10517,13162,0.0267,420,110,8,medium,2.67
IG0018019,2,creator,22291,image,Technology,External,1,2024-12-30 15:00:00,2024-12-30,15,Monday,190,0,9,24,2855,4218,0.0529,744,96,7,high,5.29
IG0018023,15,creator,8167,carousel,Technology,Explore,0,2025-07-12 17:00:00,2025-07-12,17,Saturday,78,2,3,8,2518,2894,0.0314,796,106,12,medium,3.14
IG0018034,9,creator,6916,carousel,Technology,Explore,0,2025-08-28 17:00:00,2025-08-28,17,Thursday,316,13,15,0,4716,6286,0.0547,988,128,9,viral,5.47
IG0018036,1,creator,9461,carousel,Technology,Profile,0,2025-07-29 08:00:00,2025-07-29,8,Tuesday,131,5,9,17,2760,3428,0.0473,242,104,6,high,4.73
IG0018041,16,brand,9696,carousel,Technology,Home Feed,0,2025-08-14 23:00:00,2025-08-14,23,Thursday,209,9,11,36,6842,9935,0.0267,17,123,7,medium,2.67
IG0018050,4,brand,4972,image,Technology,External,1,2024-11-30 04:00:00,2024-11-30,4,Saturday,128,6,5,18,2109,2905,0.054,304,122,11,high,5.4
IG0018051,16,creator,9696,image,Technology,Reels Feed,1,2025-05-07 13:00:00,2025-05-07,13,Wednesday,199,6,9,35,5094,6010,0.0414,370,141,7,high,4.14
IG0018058,8,creator,15986,image,Technology,Explore,0,2025-05-31 12:00:00,2025-05-31,12,Saturday,153,9,8,28,5112,5729,0.0346,686,134,7,medium,3.46
IG0018070,6,brand,10034,image,Technology,Hashtags,1,2025-02-26 16:00:00,2025-02-26,16,Wednesday,273,9,7,35,6940,9372,0.0346,119,105,6,medium,3.46
IG0018073,20,creator,31095,carousel,Technology,Profile,1,2025-03-18 19:00:00,2025-03-18,19,Tuesday,963,30,51,158,14305,20965,0.0573,403,113,7,viral,5.73
IG0018083,5,creator,10739,carousel,Technology,Hashtags,0,2024-12-05 02:00:00,2024-12-05,2,Thursday,281,11,18,43,4359,5625,0.0628,396,134,6,viral,6.28
IG0018089,3,creator,10018,carousel,Technology,External,0,2025-07-23 03:00:00,2025-07-23,3,Wednesday,109,2,4,18,5365,6830,0.0195,227,113,7,low,1.95
IG0018096,16,creator,9696,carousel,Technology,Hashtags,0,2025-08-26 00:00:00,2025-08-26,0,Tuesday,212,7,10,27,5110,5689,0.045,841,119,9,high,4.5
IG0018097,14,creator,3083,reel,Technology,External,0,2025-11-01 09:00:00,2025-11-01,9,Saturday,228,7,11,37,3735,5906,0.0479,788,106,5,high,4.79
IG0018115,16,creator,9696,carousel,Technology,Hashtags,1,2025-03-06 03:00:00,2025-03-06,3,Thursday,76,0,2,16,3064,3987,0.0236,353,130,11,medium,2.36
IG0018121,8,brand,15986,reel,Technology,Hashtags,0,2025-05-12 02:00:00,2025-05-12,2,Monday,203,4,12,41,5131,7665,0.0339,189,119,7,medium,3.39
IG0018133,16,creator,9696,image,Technology,External,0,2024-11-26 23:00:00,2024-11-26,23,Tuesday,379,10,19,48,9359,13321,0.0342,353,132,7,medium,3.42
IG0018137,9,creator,6916,image,Technology,Reels Feed,1,2025-01-26 00:00:00,2025-01-26,0,Sunday,92,8,7,15,1865,2285,0.0534,419,133,8,high,5.34
IG0018157,18,brand,7486,reel,Technology,Home Feed,0,2025-07-22 10:00:00,2025-07-22,10,Tuesday,85,2,6,15,2608,4082,0.0265,30,121,11,medium,2.65
IG0018179,20,brand,31095,image,Technology,Home Feed,0,2025-07-07 17:00:00,2025-07-07,17,Monday,174,3,8,25,7601,8604,0.0244,327,130,6,low,2.44
IG0018189,16,creator,9696,image,Technology,Reels Feed,0,2025-07-27 10:00:00,2025-07-27,10,Sunday,379,8,17,55,5017,6014,0.0763,999,122,6,viral,7.63
IG0018190,6,creator,10034,carousel,Technology,External,1,2025-09-04 04:00:00,2025-09-04,4,Thursday,315,10,24,50,22229,33607,0.0119,19,127,8,low,1.19
IG0018222,13,creator,5824,reel,Technology,Home Feed,0,2024-12-18 22:00:00,2024-12-18,22,Wednesday,172,3,8,28,4711,7091,0.0298,361,106,13,medium,2.98
IG0018231,16,brand,9696,carousel,Technology,External,0,2025-02-25 23:00:00,2025-02-25,23,Tuesday,227,8,9,34,4729,7011,0.0397,341,136,10,medium,3.97
IG0018249,20,creator,31095,carousel,Technology,Profile,0,2025-09-06 19:00:00,2025-09-06,19,Saturday,1862,58,70,291,23313,27860,0.0819,161,101,11,viral,8.19
IG0018263,1,brand,9461,reel,Technology,Explore,0,2025-08-25 22:00:00,2025-08-25,22,Monday,72,1,4,10,5231,7657,0.0114,814,146,13,low,1.14
IG0018277,13,creator,5824,carousel,Technology,Home Feed,1,2025-02-06 16:00:00,2025-02-06,16,Thursday,291,17,15,49,3839,5424,0.0686,908,118,6,viral,6.86
IG0018292,11,creator,9044,image,Technology,Hashtags,1,2025-05-30 01:00:00,2025-05-30,1,Friday,84,3,4,15,6978,9695,0.0109,348,131,11,low,1.09
IG0018307,7,creator,3551,carousel,Technology,Home Feed,0,2025-10-29 05:00:00,2025-10-29,5,Wednesday,222,4,7,32,3542,4003,0.0662,300,117,8,viral,6.62
IG0018309,18,brand,7486,image,Technology,Reels Feed,1,2025-11-08 17:00:00,2025-11-08,17,Saturday,1359,48,64,193,18709,28144,0.0591,513,109,7,viral,5.91
IG0018310,14,creator,3083,carousel,Technology,Hashtags,1,2024-12-02 17:00:00,2024-12-02,17,Monday,321,11,14,49,5107,7018,0.0563,871,123,7,high,5.63
IG0018331,2,creator,22291,image,Technology,Profile,0,2025-04-28 09:00:00,2025-04-28,9,Monday,123,5,4,26,1878,2188,0.0722,862,132,15,viral,7.22
IG0018335,11,creator,9044,carousel,Technology,Home Feed,1,2025-08-25 21:00:00,2025-08-25,21,Monday,586,21,28,96,17719,28213,0.0259,535,117,8,medium,2.59
IG0018336,2,creator,22291,image,Technology,Explore,1,2025-11-11 17:00:00,2025-11-11,17,Tuesday,105,2,5,16,2207,3070,0.0417,893,126,8,medium,4.17
IG0018350,2,creator,22291,reel,Technology,Explore,0,2024-12-03 00:00:00,2024-12-03,0,Tuesday,216,5,12,30,3711,4100,0.0641,870,122,10,viral,6.41
IG0018355,14,creator,3083,carousel,Technology,Profile,0,2025-10-01 08:00:00,2025-10-01,8,Wednesday,21,0,1,3,1651,2607,0.0096,918,113,7,low,0.96
IG0018365,16,brand,9696,carousel,Technology,Home Feed,0,2025-09-14 17:00:00,2025-09-14,17,Sunday,267,12,10,39,6279,9474,0.0346,252,123,12,medium,3.46
IG0018385,5,creator,10739,reel,Technology,Hashtags,1,2024-11-29 07:00:00,2024-11-29,7,Friday,149,3,9,16,6273,7458,0.0237,277,138,16,low,2.37
IG0018386,13,brand,5824,reel,Technology,Profile,0,2025-06-25 02:00:00,2025-06-25,2,Wednesday,52,3,2,19,2011,3046,0.025,470,115,7,low,2.5
IG0018393,3,brand,10018,carousel,Technology,Reels Feed,0,2025-10-07 03:00:00,2025-10-07,3,Tuesday,347,0,20,47,4858,5964,0.0694,666,120,9,viral,6.94
IG0018394,13,creator,5824,carousel,Technology,Profile,0,2024-11-26 17:00:00,2024-11-26,17,Tuesday,606,12,27,57,5236,7031,0.0998,666,129,4,medium,9.98
IG0018399,14,brand,3083,reel,Technology,Home Feed,0,2025-09-29 01:00:00,2025-09-29,1,Monday,70,4,2,0,1395,1878,0.0405,188,133,6,high,4.05
IG0018402,5,creator,10739,image,Technology,Reels Feed,1,2025-02-20 22:00:00,2025-02-20,22,Thursday,111,4,8,18,2385,2869,0.0491,608,131,11,high,4.91
IG0018407,14,creator,3083,image,Technology,Explore,0,2025-03-19 08:00:00,2025-03-19,8,Wednesday,92,0,1,16,4313,5098,0.0214,111,135,4,low,2.14
IG0018408,14,brand,3083,carousel,Technology,External,0,2025-07-25 14:00:00,2025-07-25,14,Friday,178,7,2,26,3625,4563,0.0467,870,128,5,high,4.67
IG0018431,13,creator,5824,carousel,Technology,Home Feed,0,2025-02-01 19:00:00,2025-02-01,19,Saturday,117,1,7,14,1725,2381,0.0584,382,111,13,viral,5.84
IG0018441,19,creator,3447,carousel,Technology,Hashtags,0,2024-12-21 09:00:00,2024-12-21,9,Saturday,98,1,5,22,2230,2515,0.0501,367,112,8,high,5.01
IG0018451,16,creator,9696,reel,Technology,Reels Feed,1,2025-11-14 00:00:00,2025-11-14,0,Friday,249,10,10,36,13822,16345,0.0187,632,113,9,low,1.87
IG0018452,20,creator,31095,carousel,Technology,Home Feed,0,2025-06-13 02:00:00,2025-06-13,2,Friday,150,3,3,15,13023,15311,0.0112,165,106,5,low,1.12
IG0018455,19,creator,3447,image,Technology,Home Feed,0,2025-05-12 13:00:00,2025-05-12,13,Monday,150,4,7,0,1934,2941,0.0547,328,106,9,viral,5.47
IG0018468,17,brand,15923,carousel,Technology,Profile,1,2025-08-22 16:00:00,2025-08-22,16,Friday,276,11,13,37,4626,5737,0.0587,523,109,7,viral,5.87
IG0018482,3,creator,10018,image,Technology,Profile,1,2025-09-14 18:00:00,2025-09-14,18,Sunday,337,4,16,57,4574,7053,0.0587,199,129,6,high,5.87
IG0018490,7,creator,3551,carousel,Technology,External,0,2025-03-31 19:00:00,2025-03-31,19,Monday,179,0,11,21,4131,5581,0.0378,188,120,6,medium,3.78
IG0018494,1,brand,9461,reel,Technology,Reels Feed,1,2025-06-22 13:00:00,2025-06-22,13,Sunday,292,11,21,38,6457,7309,0.0495,529,130,10,high,4.95
IG0018498,3,creator,10018,carousel,Technology,Home Feed,1,2025-03-29 01:00:00,2025-03-29,1,Saturday,23,0,0,0,2268,3289,0.007,231,145,10,low,0.7
IG0018523,18,creator,7486,image,Technology,External,0,2025-06-25 11:00:00,2025-06-25,11,Wednesday,100,3,8,19,5270,7223,0.018,328,126,12,low,1.8
IG0018524,17,creator,15923,carousel,Technology,Home Feed,0,2025-10-03 15:00:00,2025-10-03,15,Friday,74,2,2,12,2912,3779,0.0238,694,133,8,medium,2.38
IG0018528,17,creator,15923,carousel,Technology,Home Feed,0,2025-11-18 11:00:00,2025-11-18,11,Tuesday,385,7,26,64,5216,7000,0.0689,685,131,9,viral,6.89
IG0018529,7,creator,3551,reel,Technology,Explore,0,2025-06-28 14:00:00,2025-06-28,14,Saturday,96,5,8,18,2092,3042,0.0417,706,132,5,medium,4.17
IG0018531,8,creator,15986,reel,Technology,Home Feed,0,2024-12-03 01:00:00,2024-12-03,1,Tuesday,131,2,3,15,2866,3803,0.0397,944,120,7,high,3.97
IG0018541,15,creator,8167,reel,Technology,Profile,0,2025-06-01 13:00:00,2025-06-01,13,Sunday,609,18,32,94,9505,12814,0.0588,542,129,7,viral,5.88
IG0018548,14,creator,3083,image,Technology,External,1,2025-10-28 01:00:00,2025-10-28,1,Tuesday,189,7,11,27,4137,4679,0.05,358,116,4,high,5.0
IG0018551,1,creator,9461,carousel,Technology,Explore,1,2025-03-09 03:00:00,2025-03-09,3,Sunday,406,14,25,82,5786,8753,0.0602,306,119,9,high,6.02
IG0018575,7,brand,3551,carousel,Technology,Home Feed,1,2025-08-07 09:00:00,2025-08-07,9,Thursday,219,3,12,35,3348,4806,0.056,553,113,7,viral,5.6
IG0018576,7,creator,3551,carousel,Technology,Explore,1,2025-05-01 08:00:00,2025-05-01,8,Thursday,101,1,2,7,2495,2820,0.0394,717,121,3,medium,3.94
IG0018586,15,creator,8167,reel,Technology,Profile,1,2025-10-29 21:00:00,2025-10-29,21,Wednesday,306,5,10,52,4189,6293,0.0593,66,116,12,viral,5.93
IG0018605,4,brand,4972,image,Technology,External,0,2025-10-21 01:00:00,2025-10-21,1,Tuesday,352,13,24,43,9031,11253,0.0384,842,123,5,medium,3.84
IG0018617,7,creator,3551,carousel,Technology,Hashtags,1,2025-02-12 01:00:00,2025-02-12,1,Wednesday,70,2,5,12,1892,2690,0.0331,556,123,7,medium,3.31
IG0018619,12,creator,13798,carousel,Technology,Explore,1,2025-05-28 14:00:00,2025-05-28,14,Wednesday,611,19,28,0,12180,16198,0.0406,740,120,5,high,4.06
IG0018620,4,brand,4972,carousel,Technology,Home Feed,1,2025-07-08 16:00:00,2025-07-08,16,Tuesday,358,7,18,54,4800,7022,0.0622,517,132,6,viral,6.22
IG0018626,12,creator,13798,image,Technology,Home Feed,1,2025-07-02 15:00:00,2025-07-02,15,Wednesday,66,2,6,17,2926,3530,0.0258,251,115,8,medium,2.58
IG0018645,17,creator,15923,reel,Technology,Explore,0,2025-08-25 20:00:00,2025-08-25,20,Monday,256,8,9,37,11960,17339,0.0179,373,131,8,low,1.79
IG0018660,11,creator,9044,image,Technology,Home Feed,0,2025-05-15 20:00:00,2025-05-15,20,Thursday,178,6,11,23,3581,4044,0.0539,122,138,15,high,5.39
IG0018671,1,creator,9461,image,Technology,Explore,0,2025-09-12 05:00:00,2025-09-12,5,Friday,67,3,5,14,1416,1900,0.0468,353,111,9,high,4.68
IG0018672,6,creator,10034,reel,Technology,Profile,0,2025-09-09 06:00:00,2025-09-09,6,Tuesday,104,5,7,11,3058,4716,0.0269,209,112,16,medium,2.69
IG0018674,3,brand,10018,image,Technology,Profile,1,2025-06-17 15:00:00,2025-06-17,15,Tuesday,624,21,21,75,2876,4130,0.1794,160,129,7,viral,17.94
IG0018686,3,brand,10018,reel,Technology,Profile,0,2025-11-06 13:00:00,2025-11-06,13,Thursday,130,2,7,23,4214,5610,0.0289,595,131,6,medium,2.89
IG0018688,1,creator,9461,carousel,Technology,Home Feed,0,2024-11-30 23:00:00,2024-11-30,23,Saturday,32,1,1,4,1265,1524,0.0249,908,114,7,low,2.49
IG0018707,1,creator,9461,carousel,Technology,Hashtags,0,2025-03-24 16:00:00,2025-03-24,16,Monday,288,5,15,48,5632,8138,0.0437,276,118,9,high,4.37
IG0018716,10,creator,4542,carousel,Technology,Profile,0,2024-11-28 22:00:00,2024-11-28,22,Thursday,116,2,6,22,4479,5576,0.0262,963,117,3,medium,2.62
IG0018720,5,brand,10739,carousel,Technology,Hashtags,0,2025-10-30 13:00:00,2025-10-30,13,Thursday,94,1,4,13,3802,4745,0.0236,644,133,4,low,2.36
IG0018737,2,creator,22291,carousel,Technology,External,0,2025-01-07 10:00:00,2025-01-07,10,Tuesday,126,8,9,22,2578,3477,0.0475,163,120,8,high,4.75
IG0018745,2,brand,22291,carousel,Technology,Hashtags,1,2025-01-01 12:00:00,2025-01-01,12,Wednesday,121,3,8,0,3183,3728,0.0354,810,121,6,high,3.54
IG0018754,14,creator,3083,image,Technology,Reels Feed,1,2025-02-06 23:00:00,2025-02-06,23,Thursday,124,0,7,13,7094,10801,0.0133,796,115,3,low,1.33
IG0018763,7,brand,3551,carousel,Technology,Reels Feed,0,2024-11-25 04:00:00,2024-11-25,4,Monday,0,7,10,33,3434,3847,0.013,292,111,12,viral,1.3
IG0018784,10,creator,4542,carousel,Technology,External,0,2025-08-06 00:00:00,2025-08-06,0,Wednesday,172,7,11,0,2960,3387,0.0561,211,127,7,viral,5.61
IG0018804,18,creator,7486,carousel,Technology,Reels Feed,0,2025-06-04 08:00:00,2025-06-04,8,Wednesday,900,27,47,137,13993,17744,0.0626,578,116,5,viral,6.26
IG0018825,6,creator,10034,reel,Technology,Home Feed,1,2025-05-19 16:00:00,2025-05-19,16,Monday,95,3,2,12,4148,5258,0.0213,380,119,12,low,2.13
IG0018831,2,creator,22291,reel,Technology,Explore,1,2025-07-08 10:00:00,2025-07-08,10,Tuesday,211,5,11,32,2711,3087,0.0839,330,107,5,viral,8.39
IG0018836,13,brand,5824,carousel,Technology,Profile,1,2025-03-06 18:00:00,2025-03-06,18,Thursday,65,3,5,10,3520,5131,0.0162,254,125,7,low,1.62
IG0018845,10,creator,4542,image,Technology,Reels Feed,0,2025-02-02 16:00:00,2025-02-02,16,Sunday,103,2,6,21,2869,3459,0.0382,207,135,7,high,3.82
IG0018848,7,creator,3551,reel,Technology,Explore,0,2025-10-09 23:00:00,2025-10-09,23,Thursday,162,5,6,28,7040,9352,0.0215,126,106,8,low,2.15
IG0018850,8,creator,15986,image,Technology,Hashtags,1,2025-01-08 05:00:00,2025-01-08,5,Wednesday,342,10,24,57,22425,28408,0.0152,398,111,12,low,1.52
IG0018852,8,brand,15986,carousel,Technology,Home Feed,0,2025-02-06 01:00:00,2025-02-06,1,Thursday,106,2,4,20,2538,3121,0.0423,354,110,7,high,4.23
IG0018863,14,creator,3083,reel,Technology,Hashtags,1,2025-07-05 06:00:00,2025-07-05,6,Saturday,121,4,9,16,2067,3118,0.0481,655,130,5,high,4.81
IG0018870,14,creator,3083,image,Technology,Hashtags,0,2025-07-15 00:00:00,2025-07-15,0,Tuesday,311,13,20,46,6275,7720,0.0505,417,129,5,high,5.05
IG0018883,17,creator,15923,image,Technology,Profile,0,2025-02-16 21:00:00,2025-02-16,21,Sunday,36,0,4,2,3330,4089,0.0103,58,95,8,low,1.03
IG0018885,12,brand,13798,carousel,Technology,Hashtags,0,2025-05-28 18:00:00,2025-05-28,18,Wednesday,74,2,1,17,4231,4793,0.0196,630,135,8,low,1.96
IG0018887,15,brand,8167,image,Technology,Home Feed,0,2025-02-23 16:00:00,2025-02-23,16,Sunday,296,14,14,43,5887,8257,0.0444,745,130,12,high,4.44
IG0018889,1,creator,9461,carousel,Technology,Hashtags,0,2025-09-23 18:00:00,2025-09-23,18,Tuesday,753,28,41,107,12589,16461,0.0564,156,122,9,high,5.64
IG0018911,7,creator,3551,carousel,Technology,Home Feed,1,2025-10-17 10:00:00,2025-10-17,10,Friday,198,3,11,34,3798,5153,0.0477,341,117,9,high,4.77
IG0018919,19,creator,3447,carousel,Technology,Reels Feed,1,2025-09-30 01:00:00,2025-09-30,1,Tuesday,632,24,36,103,10091,12509,0.0636,163,134,8,viral,6.36
IG0018921,12,creator,13798,carousel,Technology,Profile,0,2025-04-21 18:00:00,2025-04-21,18,Monday,94,0,9,9,1317,1815,0.0617,577,108,4,viral,6.17
IG0018925,16,creator,9696,reel,Technology,Explore,1,2025-04-02 02:00:00,2025-04-02,2,Wednesday,213,4,6,33,2977,3882,0.0659,647,120,9,viral,6.59
IG0018929,1,brand,9461,carousel,Technology,Home Feed,1,2025-08-24 10:00:00,2025-08-24,10,Sunday,26,1,0,6,1322,1683,0.0196,840,126,8,low,1.96
IG0018956,10,creator,4542,image,Technology,External,0,2025-02-04 04:00:00,2025-02-04,4,Tuesday,377,12,18,50,4978,6072,0.0753,188,125,6,viral,7.53
IG0018957,20,creator,31095,carousel,Technology,Profile,0,2025-09-21 19:00:00,2025-09-21,19,Sunday,86,3,0,18,1802,2584,0.0414,913,140,3,medium,4.14
IG0018960,15,creator,8167,carousel,Technology,Hashtags,1,2025-11-01 01:00:00,2025-11-01,1,Saturday,449,14,18,55,16717,19615,0.0273,58,120,9,low,2.73
IG0018967,19,brand,3447,carousel,Technology,Hashtags,1,2025-09-04 10:00:00,2025-09-04,10,Thursday,26,0,2,6,2026,2502,0.0136,458,120,12,low,1.36
IG0018993,20,brand,31095,image,Technology,Profile,0,2025-10-27 12:00:00,2025-10-27,12,Monday,127,2,3,19,8699,10974,0.0138,431,114,8,low,1.38
IG0019012,15,brand,8167,carousel,Technology,External,1,2025-06-14 15:00:00,2025-06-14,15,Saturday,544,16,20,77,11441,16856,0.039,126,109,9,medium,3.9
IG0019013,5,brand,10739,image,Technology,Home Feed,0,2025-11-13 02:00:00,2025-11-13,2,Thursday,557,18,31,79,7563,10374,0.066,730,122,15,viral,6.6
IG0019015,20,brand,31095,carousel,Technology,Home Feed,1,2025-05-14 06:00:00,2025-05-14,6,Wednesday,122,3,4,26,6057,7170,0.0216,485,137,7,low,2.16
IG0019018,16,brand,9696,carousel,Technology,Profile,1,2024-12-19 07:00:00,2024-12-19,7,Thursday,181,5,6,20,2946,3760,0.0564,174,108,3,viral,5.64
IG0019023,6,creator,10034,carousel,Technology,Profile,1,2025-06-11 21:00:00,2025-06-11,21,Wednesday,249,11,18,40,10224,11417,0.0279,410,101,10,medium,2.79
IG0019028,11,creator,9044,reel,Technology,Profile,0,2025-06-12 03:00:00,2025-06-12,3,Thursday,85,2,4,13,3558,4944,0.021,205,127,10,low,2.1
IG0019030,6,creator,10034,image,Technology,Profile,1,2025-09-10 08:00:00,2025-09-10,8,Wednesday,48,0,5,9,1779,2494,0.0249,95,114,9,low,2.49
IG0019040,1,creator,9461,carousel,Technology,Explore,0,2025-06-02 08:00:00,2025-06-02,8,Monday,158,3,8,30,4570,5825,0.0342,920,146,3,medium,3.42
IG0019046,1,brand,9461,reel,Technology,Profile,0,2025-03-22 10:00:00,2025-03-22,10,Saturday,68,1,2,9,3429,5370,0.0149,61,134,6,low,1.49
IG0019050,20,brand,31095,carousel,Technology,Hashtags,1,2025-08-05 03:00:00,2025-08-05,3,Tuesday,187,3,12,25,2607,3531,0.0643,188,106,5,viral,6.43
IG0019068,2,brand,22291,image,Technology,Reels Feed,0,2025-07-07 17:00:00,2025-07-07,17,Monday,18,1,1,1,1635,2098,0.01,636,119,16,low,1.0
IG0019075,3,brand,10018,image,Technology,Home Feed,0,2025-09-18 20:00:00,2025-09-18,20,Thursday,86,6,9,13,5593,8141,0.014,128,129,6,low,1.4
IG0019077,11,creator,9044,carousel,Technology,Hashtags,1,2025-03-09 19:00:00,2025-03-09,19,Sunday,366,11,14,38,8144,9658,0.0444,706,97,11,high,4.44
IG0019095,17,creator,15923,image,Technology,Reels Feed,1,2025-09-27 19:00:00,2025-09-27,19,Saturday,75,4,5,16,2021,2512,0.0398,242,142,11,high,3.98
IG0019105,9,creator,6916,reel,Technology,Explore,0,2025-10-21 07:00:00,2025-10-21,7,Tuesday,72,1,4,7,3480,4966,0.0169,456,107,6,low,1.69
IG0019137,1,creator,9461,reel,Technology,Reels Feed,0,2025-06-04 20:00:00,2025-06-04,20,Wednesday,373,15,0,70,5405,7484,0.0612,240,111,7,viral,6.12
IG0019147,17,creator,15923,carousel,Technology,Hashtags,0,2025-01-24 07:00:00,2025-01-24,7,Friday,311,6,15,46,5508,7963,0.0475,999,117,5,high,4.75
IG0019189,20,brand,31095,carousel,Technology,Hashtags,0,2025-11-13 10:00:00,2025-11-13,10,Thursday,192,5,15,29,5997,7930,0.0304,165,133,6,medium,3.04
IG0019199,14,brand,3083,image,Technology,External,0,2025-09-19 14:00:00,2025-09-19,14,Friday,223,14,8,30,7778,12197,0.0225,770,134,7,low,2.25
IG0019209,1,brand,9461,carousel,Technology,Explore,1,2025-01-20 15:00:00,2025-01-20,15,Monday,86,1,6,12,1716,2262,0.0464,134,125,8,high,4.64
IG0019218,10,creator,4542,carousel,Technology,Explore,0,2025-03-04 11:00:00,2025-03-04,11,Tuesday,580,25,31,88,13597,18314,0.0395,489,117,4,medium,3.95
IG0019223,19,brand,3447,carousel,Technology,Profile,1,2025-07-14 00:00:00,2025-07-14,0,Monday,171,8,5,29,3587,4186,0.0509,593,119,8,high,5.09
IG0019228,20,brand,31095,reel,Technology,Explore,1,2025-03-27 05:00:00,2025-03-27,5,Thursday,42,1,0,4,1214,1719,0.0273,179,101,7,medium,2.73
IG0019229,12,creator,13798,image,Technology,Home Feed,0,2025-09-28 04:00:00,2025-09-28,4,Sunday,464,15,27,81,9705,14581,0.0403,610,103,9,high,4.03
IG0019244,9,brand,6916,image,Technology,Reels Feed,0,2025-02-25 20:00:00,2025-02-25,20,Tuesday,269,4,21,47,8529,10137,0.0336,738,110,9,medium,3.36
IG0019245,8,creator,15986,image,Technology,Hashtags,0,2025-08-27 21:00:00,2025-08-27,21,Wednesday,683,21,27,97,23128,33472,0.0247,750,115,7,low,2.47
IG0019248,16,brand,9696,reel,Technology,Home Feed,0,2025-02-12 05:00:00,2025-02-12,5,Wednesday,279,6,13,46,3756,5038,0.0683,950,135,14,viral,6.83
IG0019297,17,brand,15923,carousel,Technology,External,0,2025-07-31 05:00:00,2025-07-31,5,Thursday,353,9,21,45,7338,9605,0.0446,655,120,9,high,4.46
IG0019302,13,creator,5824,carousel,Technology,Hashtags,1,2024-11-29 06:00:00,2024-11-29,6,Friday,190,4,10,24,3016,3392,0.0672,250,120,3,viral,6.72
IG0019303,9,creator,6916,image,Technology,Explore,0,2025-03-11 17:00:00,2025-03-11,17,Tuesday,157,4,3,14,4321,5656,0.0315,292,122,7,medium,3.15
IG0019306,8,brand,15986,image,Technology,Hashtags,1,2025-04-01 07:00:00,2025-04-01,7,Tuesday,151,4,9,16,2645,3082,0.0584,491,98,7,high,5.84
IG0019310,10,creator,4542,image,Technology,Explore,0,2025-10-07 03:00:00,2025-10-07,3,Tuesday,178,8,9,21,3454,5000,0.0432,504,104,4,high,4.32
IG0019311,9,creator,6916,carousel,Technology,Reels Feed,1,2025-09-16 14:00:00,2025-09-16,14,Tuesday,413,11,17,62,6763,7664,0.0656,255,123,2,viral,6.56
IG0019319,20,creator,31095,carousel,Technology,Profile,0,2024-11-21 22:00:00,2024-11-21,22,Thursday,34,0,2,3,3486,5228,0.0075,546,116,11,low,0.75
IG0019330,14,creator,3083,carousel,Technology,Reels Feed,1,2025-08-02 01:00:00,2025-08-02,1,Saturday,183,5,11,22,2417,2888,0.0765,867,116,7,viral,7.65
IG0019341,12,creator,13798,carousel,Technology,Explore,0,2025-01-10 21:00:00,2025-01-10,21,Friday,423,6,18,48,3850,4682,0.1057,379,120,7,medium,10.57
IG0019368,9,brand,6916,image,Technology,Explore,1,2025-04-13 00:00:00,2025-04-13,0,Sunday,1458,57,84,192,6865,9086,0.1971,960,127,6,viral,19.71
IG0019379,14,brand,3083,reel,Technology,Home Feed,0,2025-04-05 12:00:00,2025-04-05,12,Saturday,33,1,0,6,2696,4312,0.0093,736,122,12,low,0.93
IG0019380,8,creator,15986,image,Technology,Explore,0,2024-12-11 13:00:00,2024-12-11,13,Wednesday,43,2,2,9,1861,2661,0.021,706,112,7,low,2.1
IG0019383,20,creator,31095,carousel,Technology,Hashtags,0,2025-11-04 14:00:00,2025-11-04,14,Tuesday,34,3,1,5,1223,1804,0.0238,493,105,11,medium,2.38
IG0019387,9,creator,6916,carousel,Technology,Profile,0,2025-01-31 03:00:00,2025-01-31,3,Friday,150,2,8,20,2583,2870,0.0627,862,124,10,viral,6.27
IG0019407,6,creator,10034,carousel,Technology,External,0,2025-07-08 04:00:00,2025-07-08,4,Tuesday,88,2,5,15,4525,5487,0.02,146,120,8,low,2.0
IG0019423,2,brand,22291,carousel,Technology,External,0,2025-10-18 11:00:00,2025-10-18,11,Saturday,75,5,4,14,3189,4688,0.0209,961,116,11,low,2.09
IG0019436,10,creator,4542,image,Technology,Home Feed,0,2025-02-19 01:00:00,2025-02-19,1,Wednesday,376,8,0,61,5458,6705,0.0664,315,120,13,viral,6.64
